Year,Subregion,Habitat,Site,Site_Name,Site_Code,Station,Points,ID_Points,ID_Percent_Cover,ID,ID_Group
1996,LK,BCP,39,Smith Shoal,2P1,394,539,13,0.024118738,Millepora alcicornis,Stony_Coral
1996,LK,BCP,39,Smith Shoal,2P1,394,539,21,0.038961039,Montastraea cavernosa,Stony_Coral
1996,LK,BCP,39,Smith Shoal,2P1,394,539,89,0.165120594,Orbicella species,Stony_Coral
1996,LK,BCP,39,Smith Shoal,2P1,394,539,11,0.020408163,Porites astreoides,Stony_Coral
1996,LK,BCP,39,Smith Shoal,2P1,394,539,26,0.048237477,Scleractinia,Stony_Coral
1996,LK,BCP,39,Smith Shoal,2P1,394,539,330,0.612244898,Substrate,Substrate
1996,LK,FD,77,Looe Key Deep,5D2,771,900,72,0.08,Macroalgae,Macroalgae
1996,LK,FD,77,Looe Key Deep,5D2,771,900,133,0.147777778,Octocorallia,Octocoral
1996,LK,FD,77,Looe Key Deep,5D2,771,900,52,0.057777778,Porifera,Porifera
1996,LK,FD,77,Looe Key Deep,5D2,771,900,14,0.015555556,Millepora alcicornis,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,771,900,15,0.016666667,Montastraea cavernosa,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,771,900,37,0.041111111,Orbicella species,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,771,900,7,0.007777778,Porites astreoides,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,771,900,1,0.001111111,Porites porites,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,771,900,4,0.004444444,Scleractinia,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,771,900,11,0.012222222,Siderastrea siderea,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,771,900,554,0.615555556,Substrate,Substrate
1996,LK,FD,77,Looe Key Deep,5D2,772,590,199,0.337288136,Macroalgae,Macroalgae
1996,LK,FD,77,Looe Key Deep,5D2,772,590,79,0.133898305,Octocorallia,Octocoral
1996,LK,FD,77,Looe Key Deep,5D2,772,590,30,0.050847458,Porifera,Porifera
1996,LK,FD,77,Looe Key Deep,5D2,772,590,2,0.003389831,Acropora cervicornis,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,772,590,1,0.001694915,Dichocoenia stokesii,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,772,590,9,0.015254237,Diploria labyrinthiformis,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,772,590,2,0.003389831,Madracis decactis,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,772,590,1,0.001694915,Millepora alcicornis,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,772,590,1,0.001694915,Montastraea cavernosa,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,772,590,3,0.005084746,Orbicella species,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,772,590,1,0.001694915,Porites astreoides,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,772,590,1,0.001694915,Pseudodiploria strigosa,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,772,590,1,0.001694915,Scleractinia,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,772,590,11,0.018644068,Siderastrea siderea,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,772,590,3,0.005084746,Agaricia agaricites,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,772,590,245,0.415254237,Substrate,Substrate
1996,LK,FD,77,Looe Key Deep,5D2,772,590,1,0.001694915,Zoanthids,Zoanthidea
1996,LK,FD,77,Looe Key Deep,5D2,773,600,48,0.08,Macroalgae,Macroalgae
1996,LK,FD,77,Looe Key Deep,5D2,773,600,105,0.175,Octocorallia,Octocoral
1996,LK,FD,77,Looe Key Deep,5D2,773,600,13,0.021666667,Porifera,Porifera
1996,LK,FD,77,Looe Key Deep,5D2,773,600,6,0.01,Millepora alcicornis,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,773,600,4,0.006666667,Montastraea cavernosa,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,773,600,7,0.011666667,Orbicella species,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,773,600,6,0.01,Scleractinia,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,773,600,9,0.015,Siderastrea siderea,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,773,600,392,0.653333333,Substrate,Substrate
1996,LK,FD,77,Looe Key Deep,5D2,773,600,10,0.016666667,Zoanthids,Zoanthidea
1996,LK,FD,77,Looe Key Deep,5D2,774,596,31,0.052013423,Macroalgae,Macroalgae
1996,LK,FD,77,Looe Key Deep,5D2,774,596,102,0.17114094,Octocorallia,Octocoral
1996,LK,FD,77,Looe Key Deep,5D2,774,596,17,0.02852349,Porifera,Porifera
1996,LK,FD,77,Looe Key Deep,5D2,774,596,3,0.005033557,Diploria labyrinthiformis,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,774,596,1,0.001677852,Eusmilia fastigiata,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,774,596,2,0.003355705,Manicina areolata,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,774,596,4,0.006711409,Meandrina meandrites,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,774,596,8,0.013422819,Montastraea cavernosa,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,774,596,2,0.003355705,Mycetophyllia lamarckiana,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,774,596,6,0.010067114,Orbicella species,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,774,596,16,0.026845638,Siderastrea siderea,Stony_Coral
1996,LK,FD,77,Looe Key Deep,5D2,774,596,404,0.677852349,Substrate,Substrate
1996,LK,FD,78,Eastern Sambo Deep,5D3,781,600,88,0.146666667,Macroalgae,Macroalgae
1996,LK,FD,78,Eastern Sambo Deep,5D3,781,600,54,0.09,Octocorallia,Octocoral
1996,LK,FD,78,Eastern Sambo Deep,5D3,781,600,19,0.031666667,Porifera,Porifera
1996,LK,FD,78,Eastern Sambo Deep,5D3,781,600,3,0.005,Montastraea cavernosa,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,781,600,31,0.051666667,Orbicella species,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,781,600,1,0.001666667,Porites astreoides,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,781,600,1,0.001666667,Porites porites,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,781,600,9,0.015,Scleractinia,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,781,600,13,0.021666667,Siderastrea siderea,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,781,600,3,0.005,Agaricia agaricites,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,781,600,378,0.63,Substrate,Substrate
1996,LK,FD,78,Eastern Sambo Deep,5D3,782,604,50,0.082781457,Macroalgae,Macroalgae
1996,LK,FD,78,Eastern Sambo Deep,5D3,782,604,54,0.089403974,Octocorallia,Octocoral
1996,LK,FD,78,Eastern Sambo Deep,5D3,782,604,11,0.018211921,Porifera,Porifera
1996,LK,FD,78,Eastern Sambo Deep,5D3,782,604,5,0.008278146,Millepora alcicornis,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,782,604,5,0.008278146,Montastraea cavernosa,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,782,604,44,0.072847682,Orbicella species,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,782,604,1,0.001655629,Porites astreoides,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,782,604,12,0.01986755,Scleractinia,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,782,604,11,0.018211921,Siderastrea siderea,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,782,604,1,0.001655629,Stephanocoenia intersepta,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,782,604,1,0.001655629,Agaricia agaricites,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,782,604,409,0.677152318,Substrate,Substrate
1996,LK,FD,78,Eastern Sambo Deep,5D3,783,513,12,0.023391813,Macroalgae,Macroalgae
1996,LK,FD,78,Eastern Sambo Deep,5D3,783,513,60,0.116959064,Octocorallia,Octocoral
1996,LK,FD,78,Eastern Sambo Deep,5D3,783,513,34,0.066276803,Porifera,Porifera
1996,LK,FD,78,Eastern Sambo Deep,5D3,783,513,1,0.001949318,Millepora alcicornis,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,783,513,12,0.023391813,Orbicella species,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,783,513,1,0.001949318,Porites porites,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,783,513,1,0.001949318,Scleractinia,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,783,513,7,0.013645224,Siderastrea siderea,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,783,513,1,0.001949318,Agaricia agaricites,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,783,513,384,0.748538012,Substrate,Substrate
1996,LK,FD,78,Eastern Sambo Deep,5D3,784,596,32,0.053691275,Macroalgae,Macroalgae
1996,LK,FD,78,Eastern Sambo Deep,5D3,784,596,33,0.055369128,Octocorallia,Octocoral
1996,LK,FD,78,Eastern Sambo Deep,5D3,784,596,52,0.087248322,Porifera,Porifera
1996,LK,FD,78,Eastern Sambo Deep,5D3,784,596,3,0.005033557,Colpophyllia natans,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,784,596,3,0.005033557,Dichocoenia stokesii,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,784,596,1,0.001677852,Diploria labyrinthiformis,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,784,596,2,0.003355705,Millepora alcicornis,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,784,596,4,0.006711409,Mycetophyllia ferox,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,784,596,25,0.041946309,Orbicella species,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,784,596,9,0.015100671,Porites astreoides,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,784,596,4,0.006711409,Porites porites,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,784,596,6,0.010067114,Scleractinia,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,784,596,12,0.020134228,Siderastrea siderea,Stony_Coral
1996,LK,FD,78,Eastern Sambo Deep,5D3,784,596,410,0.687919463,Substrate,Substrate
1996,LK,FD,79,Western Sambo Deep,5D4,791,565,315,0.557522124,Macroalgae,Macroalgae
1996,LK,FD,79,Western Sambo Deep,5D4,791,565,58,0.102654867,Octocorallia,Octocoral
1996,LK,FD,79,Western Sambo Deep,5D4,791,565,12,0.021238938,Porifera,Porifera
1996,LK,FD,79,Western Sambo Deep,5D4,791,565,8,0.014159292,Acropora cervicornis,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,791,565,1,0.001769912,Montastraea cavernosa,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,791,565,20,0.03539823,Orbicella species,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,791,565,1,0.001769912,Porites astreoides,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,791,565,2,0.003539823,Pseudodiploria strigosa,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,791,565,3,0.005309735,Scleractinia,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,791,565,5,0.008849558,Siderastrea siderea,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,791,565,2,0.003539823,Agaricia agaricites,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,791,565,138,0.244247788,Substrate,Substrate
1996,LK,FD,79,Western Sambo Deep,5D4,792,507,166,0.327416174,Macroalgae,Macroalgae
1996,LK,FD,79,Western Sambo Deep,5D4,792,507,40,0.078895464,Octocorallia,Octocoral
1996,LK,FD,79,Western Sambo Deep,5D4,792,507,18,0.035502959,Porifera,Porifera
1996,LK,FD,79,Western Sambo Deep,5D4,792,507,21,0.041420118,Acropora cervicornis,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,792,507,1,0.001972387,Millepora alcicornis,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,792,507,1,0.001972387,Mycetophyllia lamarckiana,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,792,507,6,0.01183432,Orbicella species,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,792,507,3,0.00591716,Porites astreoides,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,792,507,7,0.013806706,Siderastrea siderea,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,792,507,1,0.001972387,Agaricia agaricites,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,792,507,243,0.479289941,Substrate,Substrate
1996,LK,FD,79,Western Sambo Deep,5D4,793,639,311,0.486697966,Macroalgae,Macroalgae
1996,LK,FD,79,Western Sambo Deep,5D4,793,639,64,0.100156495,Octocorallia,Octocoral
1996,LK,FD,79,Western Sambo Deep,5D4,793,639,8,0.012519562,Porifera,Porifera
1996,LK,FD,79,Western Sambo Deep,5D4,793,639,41,0.064162754,Acropora cervicornis,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,793,639,1,0.001564945,Agaricia fragilis,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,793,639,3,0.004694836,Millepora alcicornis,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,793,639,5,0.007824726,Orbicella species,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,793,639,7,0.010954617,Porites astreoides,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,793,639,2,0.00312989,Pseudodiploria strigosa,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,793,639,1,0.001564945,Stephanocoenia intersepta,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,793,639,1,0.001564945,Agaricia agaricites,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,793,639,195,0.305164319,Substrate,Substrate
1996,LK,FD,79,Western Sambo Deep,5D4,794,600,321,0.535,Macroalgae,Macroalgae
1996,LK,FD,79,Western Sambo Deep,5D4,794,600,24,0.04,Octocorallia,Octocoral
1996,LK,FD,79,Western Sambo Deep,5D4,794,600,8,0.013333333,Porifera,Porifera
1996,LK,FD,79,Western Sambo Deep,5D4,794,600,67,0.111666667,Acropora cervicornis,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,794,600,2,0.003333333,Porites astreoides,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,794,600,7,0.011666667,Porites porites,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,794,600,1,0.001666667,Scleractinia,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,794,600,2,0.003333333,Agaricia agaricites,Stony_Coral
1996,LK,FD,79,Western Sambo Deep,5D4,794,600,168,0.28,Substrate,Substrate
1996,LK,FD,80,Rock Key Deep,5D5,801,500,11,0.022,Macroalgae,Macroalgae
1996,LK,FD,80,Rock Key Deep,5D5,801,500,72,0.144,Octocorallia,Octocoral
1996,LK,FD,80,Rock Key Deep,5D5,801,500,15,0.03,Porifera,Porifera
1996,LK,FD,80,Rock Key Deep,5D5,801,500,6,0.012,Millepora alcicornis,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,801,500,5,0.01,Montastraea cavernosa,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,801,500,4,0.008,Orbicella species,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,801,500,1,0.002,Porites astreoides,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,801,500,10,0.02,Scleractinia,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,801,500,4,0.008,Siderastrea siderea,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,801,500,368,0.736,Substrate,Substrate
1996,LK,FD,80,Rock Key Deep,5D5,801,500,4,0.008,Zoanthids,Zoanthidea
1996,LK,FD,80,Rock Key Deep,5D5,802,489,50,0.102249489,Octocorallia,Octocoral
1996,LK,FD,80,Rock Key Deep,5D5,802,489,15,0.030674847,Porifera,Porifera
1996,LK,FD,80,Rock Key Deep,5D5,802,489,9,0.018404908,Colpophyllia natans,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,802,489,4,0.008179959,Diploria labyrinthiformis,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,802,489,3,0.006134969,Millepora alcicornis,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,802,489,2,0.00408998,Montastraea cavernosa,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,802,489,11,0.022494888,Orbicella species,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,802,489,2,0.00408998,Porites astreoides,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,802,489,1,0.00204499,Porites porites,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,802,489,5,0.010224949,Siderastrea siderea,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,802,489,385,0.787321063,Substrate,Substrate
1996,LK,FD,80,Rock Key Deep,5D5,802,489,2,0.00408998,Zoanthids,Zoanthidea
1996,LK,FD,80,Rock Key Deep,5D5,803,589,1,0.001697793,Macroalgae,Macroalgae
1996,LK,FD,80,Rock Key Deep,5D5,803,589,87,0.14770798,Octocorallia,Octocoral
1996,LK,FD,80,Rock Key Deep,5D5,803,589,12,0.020373514,Porifera,Porifera
1996,LK,FD,80,Rock Key Deep,5D5,803,589,6,0.010186757,Acropora cervicornis,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,803,589,2,0.003395586,Dichocoenia stokesii,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,803,589,1,0.001697793,Montastraea cavernosa,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,803,589,2,0.003395586,Orbicella species,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,803,589,2,0.003395586,Scleractinia,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,803,589,476,0.808149406,Substrate,Substrate
1996,LK,FD,80,Rock Key Deep,5D5,804,502,15,0.029880478,Macroalgae,Macroalgae
1996,LK,FD,80,Rock Key Deep,5D5,804,502,67,0.133466135,Octocorallia,Octocoral
1996,LK,FD,80,Rock Key Deep,5D5,804,502,29,0.057768924,Porifera,Porifera
1996,LK,FD,80,Rock Key Deep,5D5,804,502,5,0.009960159,Millepora alcicornis,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,804,502,2,0.003984064,Montastraea cavernosa,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,804,502,12,0.023904382,Orbicella species,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,804,502,1,0.001992032,Scleractinia,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,804,502,1,0.001992032,Siderastrea siderea,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,804,502,2,0.003984064,Agaricia agaricites,Stony_Coral
1996,LK,FD,80,Rock Key Deep,5D5,804,502,361,0.719123506,Substrate,Substrate
1996,LK,FD,80,Rock Key Deep,5D5,804,502,7,0.013944223,Zoanthids,Zoanthidea
1996,LK,FD,81,Sand Key Deep,2D1,811,566,10,0.017667845,Macroalgae,Macroalgae
1996,LK,FD,81,Sand Key Deep,2D1,811,566,37,0.065371025,Octocorallia,Octocoral
1996,LK,FD,81,Sand Key Deep,2D1,811,566,11,0.019434629,Porifera,Porifera
1996,LK,FD,81,Sand Key Deep,2D1,811,566,1,0.001766784,Seagrass,Seagrass
1996,LK,FD,81,Sand Key Deep,2D1,811,566,9,0.01590106,Millepora alcicornis,Stony_Coral
1996,LK,FD,81,Sand Key Deep,2D1,811,566,3,0.005300353,Montastraea cavernosa,Stony_Coral
1996,LK,FD,81,Sand Key Deep,2D1,811,566,2,0.003533569,Mycetophyllia lamarckiana,Stony_Coral
1996,LK,FD,81,Sand Key Deep,2D1,811,566,32,0.056537102,Orbicella species,Stony_Coral
1996,LK,FD,81,Sand Key Deep,2D1,811,566,3,0.005300353,Porites porites,Stony_Coral
1996,LK,FD,81,Sand Key Deep,2D1,811,566,6,0.010600707,Siderastrea siderea,Stony_Coral
1996,LK,FD,81,Sand Key Deep,2D1,811,566,452,0.798586572,Substrate,Substrate
1996,LK,FD,81,Sand Key Deep,2D1,812,590,28,0.047457627,Macroalgae,Macroalgae
1996,LK,FD,81,Sand Key Deep,2D1,812,590,79,0.133898305,Octocorallia,Octocoral
1996,LK,FD,81,Sand Key Deep,2D1,812,590,13,0.022033898,Porifera,Porifera
1996,LK,FD,81,Sand Key Deep,2D1,812,590,2,0.003389831,Montastraea cavernosa,Stony_Coral
1996,LK,FD,81,Sand Key Deep,2D1,812,590,1,0.001694915,Orbicella species,Stony_Coral
1996,LK,FD,81,Sand Key Deep,2D1,812,590,29,0.049152542,Porites porites,Stony_Coral
1996,LK,FD,81,Sand Key Deep,2D1,812,590,1,0.001694915,Scleractinia,Stony_Coral
1996,LK,FD,81,Sand Key Deep,2D1,812,590,2,0.003389831,Agaricia agaricites,Stony_Coral
1996,LK,FD,81,Sand Key Deep,2D1,812,590,416,0.705084746,Substrate,Substrate
1996,LK,FD,81,Sand Key Deep,2D1,812,590,19,0.03220339,Zoanthids,Zoanthidea
1996,LK,FD,81,Sand Key Deep,2D1,813,589,3,0.005093379,Macroalgae,Macroalgae
1996,LK,FD,81,Sand Key Deep,2D1,813,589,66,0.112054329,Octocorallia,Octocoral
1996,LK,FD,81,Sand Key Deep,2D1,813,589,17,0.028862479,Porifera,Porifera
1996,LK,FD,81,Sand Key Deep,2D1,813,589,3,0.005093379,Dichocoenia stokesii,Stony_Coral
1996,LK,FD,81,Sand Key Deep,2D1,813,589,4,0.006791171,Meandrina meandrites,Stony_Coral
